2.753565052393386892e-01 -3.800116636197124476e-01 -5.031618732691025553e-01 5.995293749148566942e-01 -2.219042359462487735e+00 1.514786308427449768e+00 -7.613594206701614908e-01 4.312006156504809007e-01 5.917230437319760394e-01 3.657690259172785563e-01
3.465238582656232635e-01 -4.124601592288796859e-01 -6.033489371350906350e-01 6.231544543178818563e-01 -2.229258343591956848e+00 1.400657045883804797e+00 -4.959186945752682707e-01 5.752611350028837833e-01 6.016132707693222503e-01 5.361581060564185597e-02
1.677043406994319086e-01 -4.125798593898842292e-01 -6.067116608193070526e-01 5.568973370138993184e-01 -2.321978498996846163e+00 1.462608887996962759e+00 -8.036351774341234933e-01 4.212761981854393212e-01 4.536972423980869529e-01 3.959593075247430094e-01
1.719965729590989811e-01 -5.302294159299080212e-01 -6.411212132496855176e-01 5.790838931896157282e-01 -2.154829865022654722e+00 1.496668755338244505e+00 -6.841845044401295706e-01 5.053529640049149174e-01 7.241993171152881770e-01 4.096976970281406838e-01
4.212366810083627566e-01 -1.406629464321479395e-01 1.718778480146922583e+00 3.542098092345720706e-01 -1.933850154741154181e+00 1.362027373423591925e+00 -8.453134645302878836e-01 3.295781676401697835e-01 6.286188410487631995e-01 3.061082662746957839e-01
4.212366810083627566e-01 -1.406629464321479395e-01 1.718778480146922583e+00 3.542098092345720706e-01 -1.933850154741154181e+00 1.362027373423591925e+00 -8.453134645302878836e-01 3.295781676401697835e-01 6.286188410487631995e-01 3.061082662746957839e-01
5.808854508498058067e-01 -2.045391523801745048e-01 1.605473755359398069e+00 4.198695037475214109e-01 -1.874271480587886396e+00 1.280915408829778279e+00 -8.753669316475733986e-01 4.304172877870150460e-01 5.198426061923651087e-01 1.274003193930715871e-01
4.552985597940988893e-01 -2.660130816702734879e-01 1.755857274678634949e+00 3.997351852331938460e-01 -2.162222166422491654e+00 1.361945173112093954e+00 -6.054258662165772353e-01 7.126768162697189046e-02 7.597197254278055256e-01 1.481605154823348869e-01
3.371684198693087886e-01 -1.572138863147414800e-01 1.511937442301965362e+00 3.994836834182465268e-01 -1.928736992168200270e+00 1.338221298666437686e+00 -8.661143627466317829e-01 3.697085786560374565e-01 6.469357473318753105e-01 4.296912926263386501e-01
-7.598668546818208858e-02 -4.854310345423081818e-01 7.393163744765571810e-01 2.470179981858184604e-01 -2.018054577445484554e+00 1.234760148626375287e+00 -5.800608100307750314e-01 4.951148173222312820e-01 5.449004078658340466e-01 3.074024405140393101e-01
4.212366810083627566e-01 -1.406629464321479395e-01 1.718778480146922583e+00 3.542098092345720706e-01 -1.933850154741154181e+00 1.362027373423591925e+00 -8.453134645302878836e-01 3.295781676401697835e-01 6.286188410487631995e-01 3.061082662746957839e-01
5.181724194416884588e-01 -1.370092677072304588e-01 1.961960634811502624e+00 3.964696832557485506e-01 -1.749457992229639158e+00 1.339871178011519559e+00 -8.116017408065639982e-01 2.738601179751770087e-01 6.339329689326246298e-01 4.114886250527550193e-01
3.553851546383697269e-01 4.378192476181166914e-02 1.711227038265417111e+00 3.806360833004260313e-01 -2.073386091094376660e+00 1.432868941594820145e+00 -7.690378795293398850e-01 3.663077536142674839e-01 5.709360302300615642e-01 2.645077710913633084e-01
4.074825095204910874e-01 -1.116419907802893019e-02 1.770837377724968853e+00 3.347824704941413931e-01 -1.972409427392650905e+00 1.055448944818015322e+00 -9.121315196774243406e-01 3.352746649356818653e-01 5.376820722235572392e-01 1.573172165734394723e-01
2.942789599903151698e-01 -2.259610526206472514e-01 -3.349157252170176235e-01 1.105584416473183396e+00 -2.346139415225128477e+00 1.863058246805791462e+00 -4.849380723027852946e-01 1.967895532476665599e-01 8.202500257809905992e-01 3.567456213594163983e-02
4.212366810083627566e-01 -1.406629464321479395e-01 1.718778480146922583e+00 3.542098092345720706e-01 -1.933850154741154181e+00 1.362027373423591925e+00 -8.453134645302878836e-01 3.295781676401697835e-01 6.286188410487631995e-01 3.061082662746957839e-01
4.556789359317328092e-01 -7.206595182615350981e-02 1.758769305976176645e+00 4.435556085724612352e-01 -1.895370845734723586e+00 1.426138693382597022e+00 -9.030448228274429168e-01 2.475834204094637947e-01 7.033007261757269202e-01 4.897887319012258489e-01
2.756876593763208927e-01 -2.235350132236821330e-01 1.657864083121030951e+00 2.470801441728407988e-01 -2.052544501100693086e+00 1.307963539393936836e+00 -9.091629288353831884e-01 3.446193064578947363e-01 7.205638712031969817e-01 3.971229125593804810e-01
5.817601255745676880e-01 -7.394646511687602564e-02 1.813812259250760617e+00 4.276427423642671921e-01 -1.832303663572929953e+00 1.424765953679285602e+00 -7.390480084178732145e-01 3.558666332092000339e-01 4.199702594980609383e-01 1.984713756546372387e-01
8.753884336075476447e-02 -6.224299356611711076e-01 3.981858835107663364e-01 9.827000365861779940e-01 -2.395356733913108105e+00 1.396620617025897682e+00 -6.390811482777296604e-01 5.332621381353540579e-01 5.396654490184878972e-01 2.031479752766398861e-01
5.817601255745676880e-01 -7.394646511687602564e-02 1.813812259250760617e+00 4.276427423642671921e-01 -1.832303663572929953e+00 1.424765953679285602e+00 -7.390480084178732145e-01 3.558666332092000339e-01 4.199702594980609383e-01 1.984713756546372387e-01
7.347435731023523875e-01 -1.295826935733528917e-01 1.858229158220464416e+00 3.594403804802963065e-01 -2.040245969230074952e+00 1.443894943997139357e+00 -8.311507812857958921e-01 3.696410367076188863e-01 4.708744436692079982e-01 2.188086793753402648e-01
5.185191877180626019e-01 -1.094935984704840798e-01 1.859529876652383340e+00 5.095508962280906884e-01 -1.639199110331187814e+00 1.440954150443751081e+00 -6.360723620824173530e-01 3.369965857028607847e-01 3.511783370124417769e-01 2.246064344461975171e-01
4.781672346247099470e-01 -1.792757129324430154e-01 1.735590815183109648e+00 3.935539952927257779e-01 -1.868998972892898625e+00 1.683690659102940135e+00 -7.700316366027660786e-01 2.961917002380921593e-01 3.545795175568924318e-01 2.179532732880710699e-01
1.649881865931225600e-02 -2.891345682576586529e-01 8.696203933761756932e-01 8.030937864147431604e-01 -2.164451238353692464e+00 1.309709957130532398e+00 -6.221762616462058748e-01 5.021857717183052239e-02 6.858930509602091385e-01 2.704857810377169214e-01
5.817601255745676880e-01 -7.394646511687602564e-02 1.813812259250760617e+00 4.276427423642671921e-01 -1.832303663572929953e+00 1.424765953679285602e+00 -7.390480084178732145e-01 3.558666332092000339e-01 4.199702594980609383e-01 1.984713756546372387e-01
4.710132770737995300e-01 -5.582588114679092051e-02 1.826593275183664655e+00 3.210285104003409162e-01 -1.702636396606928448e+00 1.451917190779685285e+00 -6.277087208775583571e-01 1.816086988685884085e-01 3.574016189349128458e-01 2.252598029478630193e-01
6.746896651092957331e-01 2.478682587346470179e-02 1.792893222413716625e+00 5.254122854694813771e-01 -1.763089904669697727e+00 1.319912271876310550e+00 -7.310190345772641374e-01 4.048816004021065784e-01 3.474823546316649359e-01 7.902112474169224743e-02
7.273696233867306127e-01 3.401696733700826369e-02 1.950732988769311005e+00 5.440569913893724685e-01 -1.981229056615074313e+00 1.629485988882052094e+00 -9.036112830583324929e-01 4.929371742421279068e-01 5.417337842689334826e-01 2.314063991701633127e-01
2.211605129176872631e-01 -3.036998927262344883e-01 6.103391512430702548e-01 4.830637904432592000e-01 -2.318871528166210894e+00 1.871835809664286199e+00 -9.361143504648286040e-01 6.316980867679079514e-01 4.311700315762327929e-01 3.012580303116745295e-01
6.746896651092957331e-01 2.478682587346470179e-02 1.792893222413716625e+00 5.254122854694813771e-01 -1.763089904669697727e+00 1.319912271876310550e+00 -7.310190345772641374e-01 4.048816004021065784e-01 3.474823546316649359e-01 7.902112474169224743e-02
7.150060643038098629e-01 3.838039914588457779e-02 1.732368020915359352e+00 5.569352298697320958e-01 -1.626153718290704875e+00 1.265347042057244131e+00 -9.148574875855390864e-01 4.953420448457125924e-01 5.062215346884344491e-01 -5.538519176051630299e-02
9.023549804766394233e-01 8.216690613465971182e-03 1.815728671353960433e+00 5.981102771063168122e-01 -1.964568651837553803e+00 1.292579760105970532e+00 -7.841615490246072184e-01 5.330832516024610612e-01 3.613949695095206027e-01 2.959655457541556650e-02
6.796508970590370291e-01 -1.568627954685944126e-01 1.546676699147910394e+00 6.758924784578910216e-01 -1.769239339766874641e+00 1.363400863630977344e+00 -7.108159356754299996e-01 3.773337738196975710e-01 2.926529748473016834e-01 1.452662206641237574e-01
