1.410205033607780933e-03 -2.157530561089515686e-02 -6.430196110159158707e-03 -5.794282278770139349e+00 3.687338686523762843e-01 3.707905735854305274e+00
2.342303283512592316e-02 -2.874122560024261475e-02 -1.185846608132123947e-02 -1.121168423702871308e+01 1.865481899438669267e+00 5.150216791255594728e+00
2.369975112378597260e-02 -5.082217976450920105e-02 -3.171551972627639771e-02 -1.597867095039125296e+01 -1.633410300425587547e+00 7.630610673012952816e+00
-6.509341299533843994e-02 -8.696889877319335938e-02 -7.620917260646820068e-02 -2.867193969528251429e+01 -7.302843468406948091e+00 6.374601490961731898e+00
-1.601635962724685669e-01 -1.251745223999023438e-01 -1.518602818250656128e-01 -3.586921330566440247e+01 -1.512905681659012913e+01 1.694624280367321489e+00
-1.773614734411239624e-01 -1.444171071052551270e-01 -1.590661704540252686e-01 -3.024889285992826515e+01 -1.571323043008376708e+01 -2.693649192029409889e+00
-1.761441081762313843e-01 -1.271970272064208984e-01 -1.518929600715637207e-01 -2.873958527512058581e+01 -1.490120272767746989e+01 -4.618677916004410022e+00
-1.812617480754852295e-01 -1.116065680980682373e-01 -1.433600932359695435e-01 -2.999678935961872739e+01 -1.339397598078446450e+01 -4.749080308252071170e+00
-1.984781473875045776e-01 -8.878339082002639771e-02 -1.419907957315444946e-01 -3.441869254257350974e+01 -8.604098132457691506e+00 -6.637456141994221070e+00
-2.104377895593643188e-01 -7.784304767847061157e-02 -1.465976983308792114e-01 -3.841303618127950159e+01 -5.079104561796698114e+00 -8.922376839215511168e+00
-2.094944417476654053e-01 -7.459543645381927490e-02 -1.460252255201339722e-01 -3.821614019674063201e+01 -4.679309669112573289e+00 -9.057224218500870450e+00
-2.023975998163223267e-01 -7.363131642341613770e-02 -1.417785882949829102e-01 -3.512280289258264077e+01 -4.087798301319792493e+00 -1.057649014074709370e+01
-2.005724906921386719e-01 -8.589369803667068481e-02 -1.431085318326950073e-01 -3.414570959447349452e+01 -6.223224422173373682e+00 -8.523624244500595637e+00
-2.025079429149627686e-01 -8.906188607215881348e-02 -1.414123326539993286e-01 -3.498317475350770422e+01 -5.615707825737538350e+00 -6.179449480765770275e+00
-1.908334195613861084e-01 -9.790380299091339111e-02 -1.397663354873657227e-01 -3.075304483665855315e+01 -6.869871080569772026e+00 -5.455015343411268702e+00
-1.843501329421997070e-01 -1.030579432845115662e-01 -1.351629346609115601e-01 -2.828471146246520362e+01 -7.479037679868153710e+00 -5.350048668780480021e+00
-1.994619518518447876e-01 -1.090232655405998230e-01 -1.418303996324539185e-01 -3.252359683010855207e+01 -8.900852989373696289e+00 -5.464707135253384251e+00
-2.098656743764877319e-01 -1.115875691175460815e-01 -1.449230909347534180e-01 -3.590554127805081208e+01 -9.294624710084521624e+00 -4.674209713601059413e+00
-2.073002755641937256e-01 -1.289623081684112549e-01 -1.474029868841171265e-01 -3.427900352105843496e+01 -1.015920433522862965e+01 -5.579814185181757757e+00
-2.236597388982772827e-01 -1.480031907558441162e-01 -1.513957679271697998e-01 -3.822239359135816983e+01 -1.347579024352058141e+01 -1.162847764990337929e+01
-2.153396606445312500e-01 -1.670657992362976074e-01 -1.506272256374359131e-01 -3.520519427077073971e+01 -1.531095050187952822e+01 -1.598246354464857255e+01
-1.951147764921188354e-01 -1.611446738243103027e-01 -1.391250342130661011e-01 -2.960657708771701024e+01 -1.227894122851786740e+01 -1.601130873574737734e+01
-1.898452937602996826e-01 -1.481789052486419678e-01 -1.333888024091720581e-01 -2.752056647258411815e+01 -9.682195697795206613e+00 -1.538706517009723385e+01
-1.915902048349380493e-01 -1.385636925697326660e-01 -1.345341801643371582e-01 -2.828644465373688277e+01 -7.581453236753912250e+00 -1.666429565231555188e+01
-1.994190663099288940e-01 -1.206519827246665955e-01 -1.364235281944274902e-01 -3.179476048130740651e+01 -3.844997796705202919e+00 -1.853757743782050937e+01
-2.090624272823333740e-01 -1.082322746515274048e-01 -1.412183642387390137e-01 -3.535649466554443165e+01 -2.011269964167860635e+00 -1.997002928537198940e+01
-2.114658355712890625e-01 -1.093326583504676819e-01 -1.441615968942642212e-01 -3.583475388275201823e+01 -2.595068663501988393e+00 -2.101007509749926072e+01
-2.164352834224700928e-01 -1.114382594823837280e-01 -1.449653059244155884e-01 -3.680209762837056076e+01 -4.154588381873497660e+00 -2.236650836048121960e+01
-2.167406976222991943e-01 -1.201247796416282654e-01 -1.457766741514205933e-01 -3.621638233572454624e+01 -6.714410352487425904e+00 -2.137904873422209562e+01
-2.077702581882476807e-01 -1.373191326856613159e-01 -1.423674523830413818e-01 -3.180793829391781102e+01 -9.396759240143019554e+00 -2.035473034219912591e+01
-2.022909224033355713e-01 -1.490783840417861938e-01 -1.368094533681869507e-01 -2.916831707700042742e+01 -1.042751962305016988e+01 -1.936825349985803157e+01
-2.044463604688644409e-01 -1.507087945938110352e-01 -1.362218111753463745e-01 -2.999366668008858738e+01 -1.007254172815455640e+01 -1.863883372793139870e+01
-2.146321833133697510e-01 -1.492542326450347900e-01 -1.360731571912765503e-01 -3.165818792612967059e+01 -7.868418718211916740e+00 -1.992301213152362394e+01
-2.173520177602767944e-01 -1.655195653438568115e-01 -1.336568295955657959e-01 -2.864925011490264595e+01 -7.252638446962908603e+00 -2.277356064418590620e+01
-2.277187108993530273e-01 -1.674228757619857788e-01 -1.360705047845840454e-01 -3.131412747771603833e+01 -8.225479996623752399e+00 -2.281091976141178534e+01
